cid_temp,title,year,data_source
100,social science perspectives on electric mobility smart energy technologies and energy use in buildings a comprehensive literature review,2017,MICROSOFT_ACADEMIC
101,quantifying side effects in multistate discrete networks,2019,MICROSOFT_ACADEMIC
102,quantifying the total effect of interventions in multistate discrete networks,2019,MICROSOFT_ACADEMIC
103,determining parameters leading to chaotic dynamics in systems,2016,MICROSOFT_ACADEMIC
104,energy sensitive spatial planning as a public sector tool towards sustainable economic and territorial development,2019,MICROSOFT_ACADEMIC
105,energy related policy in the housing sector of bulgaria in search for a meeting point of social and technical dimensions,2019,MICROSOFT_ACADEMIC
106,manufacturing of plant protective machines in perla nova zagora,2018,MICROSOFT_ACADEMIC
107,canonical forms and groebner bases of neural ideals,2018,MICROSOFT_ACADEMIC
108,retrieval effectiveness for ocr text using thesauri,1999,MICROSOFT_ACADEMIC
109,opportunities for tourism development in a mountain hotel,2016,MICROSOFT_ACADEMIC
110,discretization of time series data,2005,MICROSOFT_ACADEMIC
111,business plan of sports hall hristo botev,2013,MICROSOFT_ACADEMIC
112,l espace public en bulgarie transformations et raisons d etre au debut du xxie siecle,2007,MICROSOFT_ACADEMIC
113,a bibliographical handbook of bulgarian authors,1984,MICROSOFT_ACADEMIC
114,an exploration of definition and procedural fluency in integral calculus,2006,MICROSOFT_ACADEMIC
115,prospective mathematics teachers views on the role of technology in mathematics education,2007,MICROSOFT_ACADEMIC
116,students understanding of mathematical objects in the context of transformational geometry implications for constructing and understanding proofs,2006,MICROSOFT_ACADEMIC
117,developing the problem posing abilities of prospective elementary and middle school teachers,2015,MICROSOFT_ACADEMIC
118,university students problem posing abilities and attitudes towards mathematics,2002,MICROSOFT_ACADEMIC
119,influence of an inquiry oriented technology based proof intensive geometry course on the van hiele levels of prospective mathematics teachers,2010,MICROSOFT_ACADEMIC
120,prospective mathematics teachers views on the role of technology in mathematics,2007,MICROSOFT_ACADEMIC
121,some results on higher order isometries and symmetries products and sums with a nilpotent operator,2015,MICROSOFT_ACADEMIC
122,commutation relations for toeplitz and hankel matrices,2002,MICROSOFT_ACADEMIC
123,the m q isometric weighted shifts on l p spaces,2015,MICROSOFT_ACADEMIC
124,composition and multiplication operators on the derivative hardy space,2018,MICROSOFT_ACADEMIC
125,on m p expansive and m p contractive operators on hilbert and banach spaces,2015,MICROSOFT_ACADEMIC
126,products of several toeplitz operators,2000,MICROSOFT_ACADEMIC
127,kernels of hankel operators and hyponormality of toeplitz operators,2001,MICROSOFT_ACADEMIC
128,structures of left n invertible operators and their applications,2015,MICROSOFT_ACADEMIC
129,elementary operators which are m isometries,2014,MICROSOFT_ACADEMIC
130,normal singular cauchy integral operators with operator valued symbols,2017,MICROSOFT_ACADEMIC
131,some algebraic properties of toeplitz and hankel operators on polydisk,2003,MICROSOFT_ACADEMIC
132,on a class of jointly hyponormal toeplitz operators,2002,MICROSOFT_ACADEMIC
133,hyponormality of toeplitz operators in several variables by the weighted shifts approach,2018,MICROSOFT_ACADEMIC
134,products of block toeplitz operators,1998,MICROSOFT_ACADEMIC
135,products of block toeplitz operators,1996,MICROSOFT_ACADEMIC
136,characterizations of asymmetric truncated toeplitz and hankel operators,2019,MICROSOFT_ACADEMIC
137,elementary properties of isometries on a hilbert space,2016,MICROSOFT_ACADEMIC
138,toeplitzness of products of composition operators and their adjoints,2014,MICROSOFT_ACADEMIC
139,the semi commutator of toeplitz operators on the bidisc,1996,MICROSOFT_ACADEMIC
140,algebraic properties of cauchy singular integral operators on the unit circle,2016,MICROSOFT_ACADEMIC
141,tensor splitting properties of n inverse pairs of operators,2015,MICROSOFT_ACADEMIC
142,tensor splitting properties of n inverse pairs of operators,2017,MICROSOFT_ACADEMIC
143,on the spectra of operator completion problems,1993,MICROSOFT_ACADEMIC
144,on operators commuting with toeplitz operators modulo the finite rank operators,2004,MICROSOFT_ACADEMIC
145,finite rank hankel operators on the polydisk,1999,MICROSOFT_ACADEMIC
146,adjoints of composition operators with linear fractional symbols on the dirichlet space of the disk or the ball,2019,MICROSOFT_ACADEMIC
147,reducing subspaces of weighted shifts with operator weights,2016,MICROSOFT_ACADEMIC
148,rank of truncated toeplitz operators,2017,MICROSOFT_ACADEMIC
149,on a causal linear optimization theorem,1994,MICROSOFT_ACADEMIC
150,nonlinearity in h control theory causality in the commutant lifting theorem and extension of intertwining operators,1995,MICROSOFT_ACADEMIC
151,nonlinearity in h control theory causality in the commutant lifting theorem and extension of intertwining operators,1995,MICROSOFT_ACADEMIC
152,adjoints of composition operators with irrational symbol,2016,MICROSOFT_ACADEMIC
153,separation for kernels of hankel operators,2001,MICROSOFT_ACADEMIC
154,on the nonlinear standard h problem,1997,MICROSOFT_ACADEMIC
155,on the two block h problem for a class of unstable distributed systems,1996,MICROSOFT_ACADEMIC
156,reducing subspaces of non analytic toeplitz operators on weighted hardy and dirichlet spaces of the bidisk,2018,MICROSOFT_ACADEMIC
157,a model for n p hypercontractions on banach space,2015,MICROSOFT_ACADEMIC
158,nonlinear h infty optimization a causal power series approach,1995,MICROSOFT_ACADEMIC
159,binormal toeplitz operators on the hardy space,2019,MICROSOFT_ACADEMIC
160,causal power series and the nonlinear standard h sup spl infin problem,1997,MICROSOFT_ACADEMIC
161,reducing subspaces for multiplication operators on the dirichlet space through local inverses and riemann surfaces,2017,MICROSOFT_ACADEMIC
162,on a completion problem for matrices,1993,MICROSOFT_ACADEMIC
163,a commutator approach to truncated singular integral operators,2018,MICROSOFT_ACADEMIC
164,on the optimal and suboptimal solutions of the mixed sensitivity problem,1994,MICROSOFT_ACADEMIC
165,eliminating the genericity conditions in the skew toeplitz operator algorithm for h optimization,1992,MICROSOFT_ACADEMIC
166,onh 2 minimization of theh suboptimal solutions,1996,MICROSOFT_ACADEMIC
167,zero or compact products of several hankel operators,2002,MICROSOFT_ACADEMIC
168,on causality in commutant lifting theorem i,1993,MICROSOFT_ACADEMIC
169,reducing subspaces for multiplication operators on the dirichlet space through local inverses and riemann surface,2018,MICROSOFT_ACADEMIC
170,multiplication and composition operators on the derivative hardy space s 2 mathbb d,2018,MICROSOFT_ACADEMIC
171,on the four block problem and simultaneous h and l2 suboptimization,1993,MICROSOFT_ACADEMIC
172,the n inverses of a matrix,2017,MICROSOFT_ACADEMIC
173,toral m isometric tuples of commuting operators on a hilbert space,2016,MICROSOFT_ACADEMIC
174,hypercontractions on banach space theory of operator means and related topics,2015,MICROSOFT_ACADEMIC
175,strict convexity of some subsets of hankel operators,2003,MICROSOFT_ACADEMIC
176,intertwining extensions and a two sided corona problem,2001,MICROSOFT_ACADEMIC
177,on a nonlinear causal commutant lifting theorem,2000,MICROSOFT_ACADEMIC
178,when is the product of hankel operators a hankel operator,2003,MICROSOFT_ACADEMIC
179,graded classification of fetal heart rate tracings association with neonatal metabolic acidosis and neurologic morbidity,2010,MICROSOFT_ACADEMIC
180,separability of double cosets and conjugacy classes in 3 manifold groups,2013,MICROSOFT_ACADEMIC
181,geodesics and commensurability classes of arithmetic hyperbolic 3 manifolds,2008,MICROSOFT_ACADEMIC
182,forecasting the number of extreme daily events on seasonal timescales,2012,MICROSOFT_ACADEMIC
183,forecasting the number of extreme daily events out to a decade ahead,2012,MICROSOFT_ACADEMIC
184,method and apparatus for providing contraction information during labour,2008,MICROSOFT_ACADEMIC
185,early enteral feeding in very low birth weight infants,2014,MICROSOFT_ACADEMIC
186,food mood and attitude reducing risk for eating disorders in college women,2005,MICROSOFT_ACADEMIC
187,neural network based detection of fetal heart rate patterns,2005,MICROSOFT_ACADEMIC
188,outcomes associated with a structured prenatal counseling program for shoulder dystocia with brachial plexus injury,2012,MICROSOFT_ACADEMIC
189,763 a simplified and improved efm checklist,2017,MICROSOFT_ACADEMIC
190,abelian subgroup separability of haken 3 manifolds and closed hyperbolic n orbifolds,2001,MICROSOFT_ACADEMIC
191,predictors of media effects on body dissatisfaction in european american women,2007,MICROSOFT_ACADEMIC
192,method and apparatus for displaying labour related information associated to an obstetrics patient,2007,MICROSOFT_ACADEMIC
193,stopping rules in k adaptive global random search algorithms,2010,MICROSOFT_ACADEMIC
194,method and apparatus for providing information related to labor progress for an obstetrics patient,2006,MICROSOFT_ACADEMIC
195,abelian subgroups of finitely generated kleinian groups are separable,1999,MICROSOFT_ACADEMIC
196,adapting the community sector for climate extremes,2013,MICROSOFT_ACADEMIC
197,finite quotients of rings and applications to subgroup separability of linear groups,2005,MICROSOFT_ACADEMIC
198,apparatus for monitoring the condition of a fetus,2012,MICROSOFT_ACADEMIC
199,3 intrapartum prediction of fetal status and assessment of labour progress,1994,MICROSOFT_ACADEMIC
200,method and apparatus for estimating a likelihood of shoulder dystocia,2005,MICROSOFT_ACADEMIC
201,labor pains unraveling the complexity of ob decision making,2006,MICROSOFT_ACADEMIC
202,estimating the minimal value of a function in global random search comparison of estimation procedures,2007,MICROSOFT_ACADEMIC
203,eigenvalue fields of hyperbolic orbifolds,2004,MICROSOFT_ACADEMIC
204,complex iso length spectrality in arithmetic hyperbolic 3 manifolds,2011,MICROSOFT_ACADEMIC
205,reply to pmid 22840721,2013,MICROSOFT_ACADEMIC
206,classes of separable two generator free subgroups of 3 manifold groups,2003,MICROSOFT_ACADEMIC
207,forecasting the number of extreme daily temperature events on seasonal timescales,2012,MICROSOFT_ACADEMIC
208,geometrical finiteness for hyperbolic orbifolds,1998,MICROSOFT_ACADEMIC
209,robert w duffner the adaptive optics revolution a history albuquerque university of new mexico press 2009 ix 457 pp isbn 978 0 8263 4691 9 45 00 hardcover 0 826 3469 1x,2010,MICROSOFT_ACADEMIC
210,transcultural interaction between refugees and the bowling green ky community,2016,MICROSOFT_ACADEMIC
211,double coset separability of abelian subgroups of hyperbolic orbifold groups,2015,MICROSOFT_ACADEMIC
212,wildlife activity patterns at a constructed wetland based on trail cam monitoring,2019,MICROSOFT_ACADEMIC
213,alternative therapies for people with special needs an emphasis on animal assisted therapies,2017,MICROSOFT_ACADEMIC
214,das coping colouring buch,2017,MICROSOFT_ACADEMIC
215,housing for new york s farmworkers,2011,MICROSOFT_ACADEMIC
216,the sham museum exploring a potential return to architectural ornamentation,2016,MICROSOFT_ACADEMIC
217,collaborative action research project in coaching,2014,MICROSOFT_ACADEMIC
218,a comparision and evaluaton of the key personality traits of event management and business management students at southampton solent university,2012,MICROSOFT_ACADEMIC
219,the adaptive optics revolution a history review,2010,MICROSOFT_ACADEMIC
220,method and system for monitoring labour progression for an obstetrics patient,2006,MICROSOFT_ACADEMIC
221,image encoder image encoding method and medium on which image encoding program is recorded,1997,MICROSOFT_ACADEMIC
222,1 3 disubstituted benzazepines as novel potent selective neuropeptide y y1 receptor antagonists,1999,MICROSOFT_ACADEMIC
223,the heart of cohomology,2006,MICROSOFT_ACADEMIC
224,apparatus and method for encoding images and medium in which image encoding program has been recorded,1997,MICROSOFT_ACADEMIC
225,image processing device image processing method information processing device information processing method information recording device information recording method information reproduction device information reproduction method recording medium and program,2004,MICROSOFT_ACADEMIC
226,image processing device and image processing method information processing device and information processing method information recording device and information recording method information reproducing device and information reproducing method storage medium and program,2009,MICROSOFT_ACADEMIC
227,neuron specific cdk5 kinase is responsible for mitosis independent phosphorylation of c src at ser75 in human y79 retinoblastoma cells,1999,MICROSOFT_ACADEMIC
228,elemental principles of t topos,2004,MICROSOFT_ACADEMIC
229,fundamentals of algebraic microlocal analysis,1999,MICROSOFT_ACADEMIC
230,production of mouse es cells homozygous for cdk5 phosphorylated site mutation in c src alleles,2003,MICROSOFT_ACADEMIC
231,picture processing apparatus picture processing method information processing apparatus recording medium and program,2004,MICROSOFT_ACADEMIC
232,antisense mediated reduction in thrombospondin 1 expression reduces cell motility in malignant glioma cells,2001,MICROSOFT_ACADEMIC
233,sheaf theoretic formulation for consciousness and qualia and relationship to the idealism of non dual philosophies,2017,MICROSOFT_ACADEMIC
234,image processing apparatus and method information processing apparatus and method program recording medium and information processing system,2004,MICROSOFT_ACADEMIC
235,a ser75 to asp phospho mimicking mutation in src accelerates ageing related loss of retinal ganglion cells in mice,2017,MICROSOFT_ACADEMIC
236,double slit interference and temporal topos,2006,MICROSOFT_ACADEMIC
237,urcohomologies and cohomologies of n complexes,2010,MICROSOFT_ACADEMIC
238,elemental t g principles of relativistic t topos presheafification of matter space and time,2005,MICROSOFT_ACADEMIC
239,sheaf cohomology and geometrical approach to epr non locality,2002,MICROSOFT_ACADEMIC
240,category theory as the language of consciousness,2000,MICROSOFT_ACADEMIC
241,u singularity and t topos theoretic entropy,2010,MICROSOFT_ACADEMIC
242,image processing apparatus and image processing method program and recording medium,2007,MICROSOFT_ACADEMIC
243,apparatus and method for encoding images and recording medium with image encoding program recorded thereon,2006,MICROSOFT_ACADEMIC
244,image processing device image processing method recording medium and program,2001,MICROSOFT_ACADEMIC
245,what is a thought process categorical sheaf theoretic approach,2015,MICROSOFT_ACADEMIC
246,image processing apparatus and image processing method information processing apparatus and information processing method information recording apparatus and information recording method information reproducing apparatus and information reproducing method recording medium and program,2010,MICROSOFT_ACADEMIC
247,a sheaf theoretic approach to consciousness,1999,MICROSOFT_ACADEMIC
248,novel serine phosphorylation occurs in the fibroblast form of pp60c src from y79 retinoblastoma cells,1991,MICROSOFT_ACADEMIC
249,role of bacterial polysaccharides in the adsorption process of the rhizobium pea symbiosis,1980,MICROSOFT_ACADEMIC
250,category theory and consciousness,2002,MICROSOFT_ACADEMIC
251,high level expression of human c src can cause a spherical morphology without loss of anchorage dependent growth of nih 3t3 cells,1997,MICROSOFT_ACADEMIC
252,involvement of lectins in rhizobium pea recognition,1981,MICROSOFT_ACADEMIC
253,second leray spectral sequence of relative hypercohomology,1978,MICROSOFT_ACADEMIC
254,classical and three dimensional quantitative structure activity analyses of steroid hormones structure receptor binding patterns of anti hormonal drug candidates,1995,MICROSOFT_ACADEMIC
255,role of lectins and lipopolysaccharides in the recognition process of specific legume rhizobium symbiosis,1979,MICROSOFT_ACADEMIC
256,effect of polylysine bound laminin on human retinoblastoma cell lines,1988,MICROSOFT_ACADEMIC
257,zeta matrices of elliptic curves,1982,MICROSOFT_ACADEMIC
258,nonphosphorylatable src ser75 mutation increases ethanol preference and consumption in mice,2019,MICROSOFT_ACADEMIC
259,papilioerythrinone a new ketocarotenoid in integuments of orange pupae of a swallowtail papilio xuthus and carapaces of a crab paralithodes brevipes hanasakigani in japanese,1976,MICROSOFT_ACADEMIC
260,cell cell contact promotes specific activity of pp60c src protein kinase in human retinoblastoma cells,1990,MICROSOFT_ACADEMIC
261,topos theoretic approach to space and time,2017,MICROSOFT_ACADEMIC
262,non human mammal model for normal tension glaucoma,2012,MICROSOFT_ACADEMIC
263,6 substituted and 19 substituted androst 4 ene 3 17 dione derivatives as potential aromatase inhibitors poster 10,1987,MICROSOFT_ACADEMIC
264,membrane bound n acetyl β glucosamimdase different binding specificity in control and i cell disease livers,1985,MICROSOFT_ACADEMIC
265,sheaf theoretic formulation of entanglement,2008,MICROSOFT_ACADEMIC
266,grasping a concept as an image or as a word a categorical formulation of visual and verbal thinking processes,2013,MICROSOFT_ACADEMIC
267,cohomological aspects of algebraic geometry and algebraic analysis,2006,MICROSOFT_ACADEMIC
268,sheaf cohomology of conscious entity,2002,MICROSOFT_ACADEMIC
269,acute effects of ovarian steroids upon follicular growth in the cycling rat,1973,MICROSOFT_ACADEMIC
270,image and information processing apparatus and method and information processing system,2008,MICROSOFT_ACADEMIC
271,microcosm to macrocosm via the notion of a sheaf observers in terms of t topos,2008,MICROSOFT_ACADEMIC
272,bildverarbeitungseinrichtung bildverarbeitungsverfahren informationsverarbeitungseinrichtung informationsverarbeitungsverfahren informationsaufzeichnungseinrichtung informationsaufzeichnungsverfahren informationswiedergabeeinrichtung informationswiedergabeverfahren aufzeichnungsmedium und programm,2004,MICROSOFT_ACADEMIC
273,dispositif de traitement d image procede de traitement d image dispositif de traitement d information procede de traitement d information dispositif d enregistrement d information procede d enregistrement d information dispositif de reproduction d information procede de reproduction d information,2004,MICROSOFT_ACADEMIC
274,画像処理装置および画像処理方法 情報処理装置および情報処理方法 情報記録装置および情報記録方法 情報再生装置および情報再生方法 記録媒体 並びに プログラム,2004,MICROSOFT_ACADEMIC
275,bildverarbeitungseinrichtung bildverarbeitungsverfahren informationsverarbeitungseinrichtung informationsverarbeitungsverfahren informationsaufzeichnungseinrichtung informationsaufzeichnungsverfahren informationswiedergabeeinrichtung informationswiedergabeverfahren und programm,2004,MICROSOFT_ACADEMIC
276,dispositif et procede de traitement d image dispositif et procede de traitement d information dispositif et procede d enregistrement d information dispositif et procede de reproduction d information support et programme d enregistrement,2004,MICROSOFT_ACADEMIC
277,bildverarbeitungseinrichtung bildverarbeitungsverfahren informationsverarbeitungseinrichtung informationsverarbeitungsverfahren informationsaufzeichnungseinrichtung informationsaufzeichnungsverfahren informationswiedergabeeinrichtung informationswi,2004,MICROSOFT_ACADEMIC
278,on the notion of precohomology,1985,MICROSOFT_ACADEMIC
279,further study of schemes,2003,MICROSOFT_ACADEMIC
280,lifted p adic homology with compact supports of the weierstrass family and its zeta endomorphism,1990,MICROSOFT_ACADEMIC
281,sheaves and cohomology,2001,MICROSOFT_ACADEMIC
282,relation between estrogen secretion and follicular morphology in the rat ovary under the influence of ovulating hormone or exogenous gonadotropins,1970,MICROSOFT_ACADEMIC
283,intracellular binding and transport of lysosomal enzymes in human and bovine tissues,1986,MICROSOFT_ACADEMIC
284,a p adic cohomological method for the weierstrass family and its zeta invariants,1992,MICROSOFT_ACADEMIC
285,studies on utilization of wastes in processing shell fish iv,1955,MICROSOFT_ACADEMIC
286,preparation of fritted fertilizers containing some trace elements,1957,MICROSOFT_ACADEMIC
287,a class of rigid coxeter groups,2002,MICROSOFT_ACADEMIC
288,rigidity for a class of coxeter groups,2000,MICROSOFT_ACADEMIC
289,automorphisms of right angled coxeter groups,2008,MICROSOFT_ACADEMIC
290,topics in contemporary mathematics enhanced edition 9th edition,2010,MICROSOFT_ACADEMIC
291,inner automorphisms of right angled coxeter groups,2006,MICROSOFT_ACADEMIC
292,a system of nonlinear volterra equations with blow up solutions,2013,MICROSOFT_ACADEMIC
293,blow up solutions of the two dimensional heat equation due to a localized moving source,2005,MICROSOFT_ACADEMIC
294,thermal blow up in a subdiffusive medium due to a nonlinear boundary flux,2014,MICROSOFT_ACADEMIC
295,blow up in a reactive diffusive medium with a moving heat source,2002,MICROSOFT_ACADEMIC
296,blowing up solutions to systems of fractional differential and integral equations with exponential non linearities,2014,MICROSOFT_ACADEMIC
297,increasing access to hepatitis c treatment in rwanda the promise ofrwandas existing hiv infrastructure,2015,MICROSOFT_ACADEMIC
298,superdiffusive blow up with advection,2012,MICROSOFT_ACADEMIC
299,the influence of two moving heat sources on blow up in a reactive diffusive medium,2000,MICROSOFT_ACADEMIC
