rid_temp,first_name,middle_name,last_name,department,institution,ms_id,hired_year,cal_poly_position,education
365,alfred,g,robichaux,,ochsner health system,2087852601,,,
367,thomas,j,garite,,university of california irvine,163580776,,,
371,susan,,kashubeckwest,,university of missouri st louis,1196141976,,,
372,emily,,hamilton,math,,2253873653,,,
376,elizabeth,s,allman,,university of north carolina at asheville,2257717245,,,
378,karl,,mallon,,,2694116398,,,
379,emily,,hamilton,math,,2571805969,,,
380,manu,,black,,,2660084915,,,
381,betsi,,beem,,,2646662628,,,
382,julius,,abs,,,2567323997,,,
385,michael,c,glaude,,princeton university,2764249998,,,
386,maciej,,macieszczak,,princeton university,2763078263,,,
388,emily,,hamilton,math,,2629108282,,,
389,ebi,,kimanani,,,2657366919,,,
391,christa,d,fairchild,,princeton university,2565814056,,,
392,isabelle,,lafortune,,princeton university,2562550850,,,
393,emily,,hamilton,math,,2578771699,,,
394,elizabeth,,wright,,,2331665906,,,
396,vippal,,savani,,cardiff university,2169338439,,,
401,sean,,thomas,,emory university,2522512171,,,
403,m,v,daly,,,2682660466,,,
404,k,,townsend,,,2007541863,,,
413,emily,,hamilton,math,rice university,2687170972,,,
415,emily,,hamilton,math,,2604923560,,,
416,emily,,hamilton,math,california polytechnic state university,2237976866,,,
417,sally,,hakim,,,2955056157,,,
418,emily,,hamilton,math,,2953928674,,,
419,sam,,heilman,,,2954075584,,,
420,marissa,,lockwood,,,2950060708,,,
421,emily,,hamilton,math,,2899008981,,,
422,pooky,,knightsmith,,,2752678777,,,
423,emily,,hamilton,math,,2753816251,,,
424,mary,jo,dudley,,,2804552310,,,
425,emily,,hamilton,math,,2804350762,,,
426,emily,,hamilton,math,,2536234166,,,
427,mark,d,mann,,,2810932256,,,
428,emily,,hamilton,math,,2270781634,,,
429,emily,,hamilton,math,,2139175283,,,
431,emily,,hamilton,math,,2937266741,,,
434,yasushi,,murakami,,,2492306818,,,
435,hirokazu,,hara,,,2010799956,,,
436,tetsuo,,okada,,,2477134225,,,
437,hiroshi,,hashizume,,,2044270329,,,
438,makoto,,kii,,,2657825525,,,
439,yasunobu,,ishihara,,,2585715970,,,
440,michiko,,ishikawa,,,2675372630,,,
441,mayumi,,shimamura,,,2098766300,,,
442,shinichi,,mihara,,,2960631233,,,
443,goro,,kato,math,,2691472229,1981,FERP,"B.S., Shizuoka University, Japan, 1972; M.A., West Virginia University, 1974; Ph.D., University of Rochester, 1979."
444,kohji,,hanasaki,,,2081284813,,,
445,sanji,,hagishita,,,2582566940,,,
446,masafumi,,fujimoto,,,2935961289,,,
447,goro,,kato,math,,2110491787,1981,FERP,"B.S., Shizuoka University, Japan, 1972; M.A., West Virginia University, 1974; Ph.D., University of Rochester, 1979."
463,kenichi,,amagasaki,,,1139148603,,,
464,atsushi,,sasaki,,,2785254813,,,
467,hideaki,,nukui,,,1299058820,,,
468,hirofumi,,naganuma,,,2133100429,,,
478,sadahiro,,ito,,university of yamanashi,2101659200,,,
484,naoya,,hiramatsu,,,2653514291,,,
495,richard,l,amoroso,,,2161874596,,,
499,弘道,,上野,,,2768109322,,,
500,吾郎,,加藤,,,2758185458,,,
501,正二郎,,柴田,,,2755339949,,,
504,寛司,,三原,,,2098551620,,,
505,吾郎,,加藤,,,2888200557,,,
509,goro,,kato,math,,2479728981,1981,FERP,"B.S., Shizuoka University, Japan, 1972; M.A., West Virginia University, 1974; Ph.D., University of Rochester, 1979."
510,kazuo,,nishimura,,,1992409511,,,
529,masumi,,yamakawa,,,2993582675,,,
530,kiyoshi,,ezumi,,,2209949991,,,
531,kenichi,,takeda,,,2119801893,,,
533,isao,,horibe,,,2936448153,,,
535,toshio,,fujita,,kyoto university,2153079513,,,
546,goro,,kato,math,,2714275818,1981,FERP,"B.S., Shizuoka University, Japan, 1972; M.A., West Virginia University, 1974; Ph.D., University of Rochester, 1979."
547,keiji,,harashima,,university of tokyo,2035072419,,,
548,junichiro,,nakahara,,university of tokyo,2522047487,,,
552,柏木,,賢治,,,2598539435,,,
554,梧郎,,加藤,,,2597923377,,,
555,tadao,,terasawa,,,2935834998,,,
556,toshihiko,,okada,,,2304751287,,,
557,megumi,,kanda,,,2706171421,,,
563,goro,,kato,math,,2936433464,1981,FERP,"B.S., Shizuoka University, Japan, 1972; M.A., West Virginia University, 1974; Ph.D., University of Rochester, 1979."
574,goro,,kato,math,,2342384510,1981,FERP,"B.S., Shizuoka University, Japan, 1972; M.A., West Virginia University, 1974; Ph.D., University of Rochester, 1979."
596,goro,,kato,math,institute for advanced study,2134144677,1981,FERP,"B.S., Shizuoka University, Japan, 1972; M.A., West Virginia University, 1974; Ph.D., University of Rochester, 1979."
600,makoto,,ide,,,2115650426,,,
603,goro,,kato,math,,2687064060,1981,FERP,"B.S., Shizuoka University, Japan, 1972; M.A., West Virginia University, 1974; Ph.D., University of Rochester, 1979."
604,tetuo,,tomiyama,,,2019836400,,,
605,yasuo,,yone,,,2185546039,,,
606,yoshitaro,,kato,,,2313895313,,,
607,jun,,kanda,,,2641754713,,,
608,takeo,,koyanagi,,,2319520252,,,
609,shogoro,,uchida,,,2331819046,,,
610,goro,,kato,math,,2680937799,1981,FERP,"B.S., Shizuoka University, Japan, 1972; M.A., West Virginia University, 1974; Ph.D., University of Rochester, 1979."
611,sasaku,,tanaka,,,2332868551,,,
612,shoichiro,,nagai,,,2319314982,,,
613,takafumi,,kanazawa,,,2479312319,,,
614,goro,,kato,math,,2326043908,1981,FERP,"B.S., Shizuoka University, Japan, 1972; M.A., West Virginia University, 1974; Ph.D., University of Rochester, 1979."
615,anton,,kaul,math,tufts university,2979736471,2003,Professor,"B.S., University of California, Davis, 1994; M.S., Oregon State University, 1996; Ph.D., 2000."
616,anton,,kaul,math,,2980080692,2003,Professor,"B.S., University of California, Davis, 1994; M.S., Oregon State University, 1996; Ph.D., 2000."
617,mauricio,,gutierrez,,,2170482404,,,
618,anton,,kaul,math,california polytechnic state university,2973286284,2003,Professor,"B.S., University of California, Davis, 1994; M.S., Oregon State University, 1996; Ph.D., 2000."
619,ignacio,,bello,,,2105555782,,,
620,jack,rolf,britton,,,2798741274,,,
621,anton,,kaul,math,,2979756172,2003,Professor,"B.S., University of California, Davis, 1994; M.S., Oregon State University, 1996; Ph.D., 2000."
633,a,,kadem,,yahoo,2699511674,,,
634,m,,kirane,,university of la rochelle,2805959277,,,
637,sabin,,nsanzimana,,,2951773701,,,
638,c,m,kirk,,,2285123098,,,
639,jean,paul,uwizihiwe,,,2696574074,,,
640,heiner,c,bucher,,,2153915395,,,
643,c,m,kirk,,northwestern university,2846873174,,,
645,c,m,kirk,,california polytechnic state university,2556479314,,,
646,a,t,jones,,,2678908874,,,
647,c,m,kirk,,,2720296066,,,
653,alister,,jones,,university of waikato,2658010661,,,
654,c,m,kirk,,university of waikato,2317953195,,,
655,c,m,kirk,,,2703654851,,,
656,barrie,m,peake,,,1717828425,,,
657,brian,h,robinson,,,2249118709,,,
658,jim,,simpson,,,2259787303,,,
663,a,t,jones,,,2664885704,,,
664,c,m,kirk,,,2703365671,,,
669,c,m,kirk,,,2802571580,,,
670,l,r,ritter,,,3002307556,,,
671,i,j,miller,,,2493896424,,,
672,n,k,mccallum,,,2701840147,,,
673,c,m,kirk,,,2644863925,,,
674,b,m,peake,,,2532139034,,,
675,s,,dekker,,,1894724628,,,
676,f,s van,halem,,,2112750534,,,
677,c,m,kirk,,,2112217337,,,
678,j,,krikke,,,2120522552,,,
679,rfc,,claridge,,,2170436247,,,
680,c,m,kirk,,,2652019141,,,
681,b,m,peake,,,2645015730,,,
682,c,m,kirk,,,2021502897,,,
683,d,m,bibby,,,2597344812,,,
684,c,m,kirk,,,2581897918,,,
685,p,h,winsley,,,2701536911,,,
686,j,,howardmartin,,,2722945911,,,
687,c,m,kirk,,,2579045497,,,
688,l,e,holt,,johns hopkins university,2628300796,,,
689,herbert,c,tidwell,,johns hopkins university,2429991239,,,
690,c,m,kirk,,johns hopkins university,2142549790,,,
691,c,m,kirk,,,2286892050,,,
711,madhu,,mazumdar,,,2000274484,,,
712,mathur,,vandana,,,2570592945,,,
713,kitt,,michael,,,2571463277,,,
714,lu,,genmin,,,2321825880,,,
716,hollenbach,,stanley,,,2571128187,,,
719,mark,,karbarz,,,2575399068,,,
737,garret,,vincent,,boston children s hospital,2615403867,,,
742,john,,wiersch,,boston children s hospital,2805310989,,,
743,markus,,tschurtschenthaler,,university of cambridge,2044512524,,,
744,chiyo,,shiota,,boston children s hospital,2306237179,,,
745,george,k,gittes,,boston children s hospital,2998445386,,,
747,kevin,p,mollen,,boston children s hospital,2942520783,,,
748,arthur,,kaser,,university of cambridge,2013729717,,,
749,richard,s,blumberg,,harvard university,2015591748,,,
756,pratikhya,,pratikhya,,,2719077024,,,
762,elizabeth,k,lee,,,2911863555,,,
772,ward,m,richardson,,,2099620790,,,
775,david,g,binion,,,2711242911,,,
776,mark,t,gladwin,,university of pittsburgh,2257850766,,,
779,richard,,siggers,,university of pittsburgh,2598806173,,,
782,feras,,alkhudari,,university of pittsburgh,2488591310,,,
791,zachary,,grant,,university of pittsburgh,2073146400,,,
793,dennis,,slagle,,university of pittsburgh,1963971924,,,
794,jose,,paredes,,university of pittsburgh,2437080877,,,
796,george,k,gittes,,university of pittsburgh,2178630567,,,
800,gregory,s,hoeker,,virginia tech,2281828519,,,
820,alexander,,gold,,,2871636400,,,
830,katherine,j,sciuto,,university of utah,2495606251,,,
832,mohamed,e,salama,,university of utah,2174639544,,,
838,janet,m,leeds,,,2102111529,,,
840,pratikhya,,pratikhya,,,1518229501,,,
848,miyoung,,park,,university of pennsylvania,2598821561,,,
855,nicholas,,mykins,,university of north carolina at chapel hill,2239511644,,,
860,alex,,gold,,,2312973074,,,
876,khanh,,bui,,,2984402278,,,
883,sungjin,,park,,agency for science technology and research,2223789896,,,
885,namyoung,,kang,,agency for science technology and research,2120985733,,,
886,hanjo,,kim,,national university of singapore,2163431742,,,
888,hyungho,,ha,,national university of singapore,2320114775,,,
889,marc,,vendrell,,agency for science technology and research,2106520601,,,
890,junseok,,lee,,national university of singapore,2589993452,,,
891,yogeswari,,chandran,,agency for science technology and research,2076039863,,,
894,seongwook,,yun,,agency for science technology and research,2130159126,,,
897,shawn,m,bauer,,millennium pharmaceuticals,2203085504,,,
898,erick,a,goldman,,millennium pharmaceuticals,2171720920,,,
899,wenrong,,huang,,millennium pharmaceuticals,2118667606,,,
900,ting,,su,,millennium pharmaceuticals,2170775880,,,
901,lingyan,,wang,,millennium pharmaceuticals,2197266618,,,
902,john,,woolfrey,,millennium pharmaceuticals,2300452548,,,
903,yanhong,,wu,,millennium pharmaceuticals,2298597978,,,
904,jingmei,,zuckett,,millennium pharmaceuticals,1992384467,,,
905,ann,e,arfsten,,millennium pharmaceuticals,2824355816,,,
906,brian,,huang,,millennium pharmaceuticals,2141916365,,,
907,jaya,,kothule,,millennium pharmaceuticals,2555252287,,,
909,bridget,,may,,millennium pharmaceuticals,2555000136,,,
910,uma,,sinha,,millennium pharmaceuticals,1966095154,,,
911,paul,,wong,,millennium pharmaceuticals,2304432588,,,
913,robert,m,scarborough,,millennium pharmaceuticals,2947753925,,,
914,bingyan,,zhu,,millennium pharmaceuticals,2918709211,,,
915,terk,shuen,lee,,agency for science technology and research,2483866291,,,
916,ying,swan,ho,,agency for science technology and research,2133468942,,,
921,melissa,a,mcmanus,,touro university california,2559396005,,,
922,ali,a,khalessi,,new york university,2783692153,,,
924,jahanzeb,,ashraf,,university of california irvine,2557339137,,,
926,takaki,,yoshikawa,,,2304828888,,,
927,toru,,aoyama,,,2149586835,,,
928,kentaro,,sakamaki,,yokohama city university,2055341847,,,
929,takasi,,oshima,,,2972990952,,,
931,shenli,,zhang,,national university of singapore,2104470719,,,
932,nur,sabrina,sapari,,national university of singapore,1980586409,,,
933,richie,,soong,,national university of singapore,1913968524,,,
934,iain,,tan,,national university of singapore,2428917233,,,
935,xiu,bin,chan,,agency for science technology and research,2649514384,,,
936,dan,,bottomley,,university of leeds,2893505455,,,
937,lindsay,c,hewitt,,,2484179227,,,
938,tomio,,arai,,,2132866669,,,
939,bin,tean,teh,,national university of singapore,2120672427,,,
940,david,,epstein,,national university of singapore,2540709272,,,
941,takashi,,ogata,,,2134650650,,,
942,yoichi,,kameda,,,2159095645,,,
943,yohei,,miyagi,,,2158475908,,,
944,akira,,tsuburaya,,,2209558044,,,
945,satoshi,,morita,,kyoto university,2142790147,,,
946,heike,i,grabsch,,,2086668507,,,
953,qinjie,,zhou,,,2340356716,,,
958,laura,y,martin,,,2113993642,,,
967,h,l,lim,,agency for science technology and research,2318643907,,,
968,sze,wai,ng,,agency for science technology and research,2321034408,,,
969,niki,s c,wong,,agency for science technology and research,2145739663,,,
970,geoffrey,,koh,,agency for science technology and research,2101883902,,,
971,leah,,vardy,,agency for science technology and research,2315539486,,,
974,bernard,,loo,,agency for science technology and research,2467685411,,,
980,ronald,d,ennis,,rutgers university,2793038923,,,
1008,eric,s,hager,,university of pittsburgh,1985889883,,,
1014,michele,d,bronson,,,2703813316,,,
1019,wendy,,ochoa,,,2906150569,,,
1020,amy,,gaona,,,2912985530,,,
1021,yesenia,,salcedo,,,2923872905,,,
1022,georgina,espino,bardales,,,2924525842,,,
1023,veronica,ahumada,newhart,,university of california irvine,2223006347,,,
1025,guadalupe,,diaz,,,2761042713,,,
1027,ellen,,litkowski,,purdue university,2922346619,,,
1028,katrina,,schmerold,,purdue university,2768134038,,,
1029,james,,elicker,,purdue university,1968114365,,,
1030,sara,a,schmitt,,purdue university,2064059814,,,
1031,david,j,purpura,,purdue university,2155438519,,,
1047,deogracias,,canivel,,,2762978012,,,
1049,e,,escobar,,,2762185023,,,
1050,kenneth,,der,,,2887516968,,,
1052,j,m,leeds,,,2979819218,,,
1058,j,,landreneau,,boston children s hospital,2485735966,,,
1066,joyce,,lin,math,immunogen inc,2441154369,2013,Associate Professor,"B.A., University of Virginia, 2004; Ph.D., University of North Carolina at Chapel Hill, 2009."
1067,alexandru,c,lazar,,immunogen inc,2108642979,,,
1079,sabrina,,kataoka,,,2714657049,,,
1080,george,,farkas,,,2682877960,,,
1081,wai,,lo,,,2122932320,,,
1082,hong,,lin,,,2236755575,,,
1083,weijen,,hsia,,,2159292257,,,
1084,colin,,yates,,,2298412358,,,
1085,verne,,hornback,,,2343838415,,,
1086,jim,,elmer,,,2308410563,,,
1087,wilbur,g,catabay,,,2495863805,,,
1088,mohammad,r,mirabedini,,,2549527197,,,
1089,venkatesh,p,gopinath,,,2307351762,,,
1090,erhong,,li,,,2305548086,,,
1091,david,,pachura,,,1929330051,,,
1092,joyce,,lin,math,,2973865447,2013,Associate Professor,"B.A., University of Virginia, 2004; Ph.D., University of North Carolina at Chapel Hill, 2009."
1093,l,,duong,,,2466989214,,,
1094,s,,prasad,,,2973629895,,,
1095,masanobu,,matsunaga,,,2170750545,,,
1096,toshitake,,tsuda,,,2400153724,,,
1112,amara,,greershort,,,2745458517,,,
1113,matthew,w,kay,,,2170434469,,,
1122,anna,,miller,,,2661574425,,,
1123,kathryn,,valchar,,,334620663,,,
1127,matthew,n j,moore,,,2796952828,,,
1129,aswhin,,vaidya,,,2340354188,,,
1151,saoee,,goh,,,2651323705,,,
1152,josh,,sheldon,,,2097968685,,,
1153,ilana,,schoenfeld,,,2509974274,,,
1154,daniel,,wendel,,,2139955205,,,
1155,hal,,scheintaub,,,2280795336,,,
1159,murat,,oztok,,,44373910,,,
1160,chad,,evans,,,2516825994,,,
1161,joyce,,lin,math,,2607257479,2013,Associate Professor,"B.A., University of Virginia, 2004; Ph.D., University of North Carolina at Chapel Hill, 2009."
1162,derrick,,wong,,,2734990968,,,
1163,angela,,chong,,,2734373029,,,
1164,stefan,,qiu,,,2735355392,,,
1165,joyce,,lin,math,,2735622336,2013,Associate Professor,"B.A., University of Virginia, 2004; Ph.D., University of North Carolina at Chapel Hill, 2009."
1194,allan,j,rossman,,california polytechnic state university,1755290882,,,
1275,elsa,,medina,math,,2729242045,2000,Professor,"B.S., California Polytechnic State University, San Luis Obispo, 1994; M.S., 1996; Ph.D., University of Northern Colorado, 2000."
1276,richard,,grassl,,,2725666921,,,
1277,mary,,fayzenk,,,2729162171,,,
1278,robert,l,mayes,,,2980889878,,,
1279,elsa,,medina,math,,2980547359,2000,Professor,"B.S., California Polytechnic State University, San Luis Obispo, 1994; M.S., 1996; Ph.D., University of Northern Colorado, 2000."
1288,amanda,,riehl,,,2807267480,,,
1289,steve,,linton,,,2180746150,,,
1290,nik,,ruskuc,,,1985984132,,,
1291,vincent,,vatter,,,56208992,,,
1305,marino,,romero,,university of california san diego,2309749493,,,
1306,anthony,,mendes,math,,2277464667,2004,Professor,"B.S., University of California, Irvine, 2000; M.A., University of California, San Diego, 2001; Ph.D., 2004."
1309,anthony,,mendes,math,,2287298826,2004,Professor,"B.S., University of California, Irvine, 2000; M.A., University of California, San Diego, 2001; Ph.D., 2004."
1310,cynthia,,kehoe,,,2636962965,,,
1311,nicholas,a,loehr,,college of william mary,698752129,,,
1314,sam,,lindbloomairey,,,2998807792,,,
1319,jerey,,remmel,,,2323403549,,,
1329,p,,kim,,university of utah,2616417470,,,
1330,peter,p,lee,,stanford university,2155162343,,,
1338,s,,kamath,,stanford university,2653281461,,,
1347,t,,yang,,northwestern polytechnical university,2642263437,,,
1355,david,,sacco,,oklahoma state university stillwater,2661634571,,,
1356,john,,shamshoian,,california polytechnic state university,2347016281,,,
1357,robert,b,szlavik,,,2004959031,,,
1358,dana,c,paquin,math,,2683205380,2008,Associate Professor,"B.S., Davidson College, 2002; Ph.D., Stanford University, 2007."
1359,galen,e,turner,,,2171552342,,,
1364,thomas,ryan,harris,,california polytechnic state university,2494739536,,,
1365,michael,,mazzella,,california polytechnic state university,2498114009,,,
1372,erin,,militzer,,ferris state university,2322616050,,,
1375,mingcheng,,tsai,,national taipei university of technology,2596448231,,,
1378,shelby,l,burnett,,california polytechnic state university,2797665582,,,
1379,ashley,,chandler,,california polytechnic state university,2798176115,,,
1457,sully,f,chen,,university of southern california,2818913912,,,
1471,z,,cooperband,,california polytechnic state university,2986332614,,,
1473,b,,quackenbush,,california polytechnic state university,2985378662,,,
1474,j,,rowley,,california polytechnic state university,2985372432,,,
1476,m,,west,,california polytechnic state university,2987455325,,,
1479,robert,g,niemeyer,,metropolitan state university of denver,2805014359,,,
1481,john,,rock,,california state polytechnic university pomona,2971061905,,,
1495,erin,p j,pearse,math,,2723899015,2012,Associate Professor,"B.S., University of California, Riverside, 1998; M.S., 2001; Ph.D., 2006."
1496,chad,,eckman,,california polytechnic state university,2500403835,,,
1497,jonathan,a,lindgren,,california polytechnic state university,2703759471,,,
1499,david,j,sacco,,california polytechnic state university,2630810347,,,
1500,zachariah,,zhang,,california polytechnic state university,2492052330,,,
1503,zoe,,cooperband,,,2791019611,,,
