rid_temp,first_name,middle_name,last_name,department,institution,ms_id,hired_year,cal_poly_position,education
23551,cathy,,tie,,university of toronto,2346062332,,,
23556,kara,,dolinski,,princeton university,1993813783,,,
23561,gang,,xu,,chinese academy of sciences,2762245070,,,
23562,yibo,,dou,,beijing university of technology,3000538852,,,
23564,heng,,zhang,,beijing university of technology,2761603534,,,
23565,hui,,wu,,national institute of standards and technology,2599496943,,,
23566,wei,,zhou,,national institute of standards and technology,2297090508,,,
23570,fan,,yang,math,chongqing university,2712377326,,,
23571,yumei,,wen,,chongqing university,2126552948,,,
23572,ping,,li,,chongqing university,2527380658,,,
23573,min,,zheng,,chongqing university,2280488857,,,
23574,leixiang,,bian,,chongqing university,2125252540,,,
23576,chengzhen,,zhong,,,2993295605,,,
23581,fang,,du,,,2867307457,,,
23582,zhutao,,xu,,,2851585763,,,
23583,juhua,,wang,,,3006849616,,,
23584,aihua,,yu,,,2851316751,,,
23585,huaqiang,,chen,,,2816979077,,,
23586,yuanpu,,zhang,,,2828944695,,,
23587,hailin,,huang,,,3008223226,,,
23588,qingshan,,zhang,,,2850758703,,,
23589,fan,,yang,math,university of calgary,2558174111,,,
23594,zengguang,,hou,,,2055682144,,,
23595,weiqun,,wang,,,2234469903,,,
23596,pengfeng,,li,,,2102705975,,,
23597,feng,,zhang,,,2527066934,,,
23598,lina,,tong,,,2102455562,,,
23599,yixiong,,chen,,,2149466897,,,
23600,jin,,hu,,,2526792002,,,
23601,long,,cheng,,,2133024693,,,
23602,xiaoliang,,xie,,,2121474786,,,
23603,guibin,,bian,,,2170729934,,,
23604,fan,,yang,math,,3001875176,,,
23605,min,,tan,,,2143153878,,,
23606,hui,,liu,,,3002802318,,,
23609,yong,,wang,,,2498409947,,,
23612,fan,,yang,math,,3008137197,,,
23613,yifei,,wang,,,3008080564,,,
23614,wenyu,,wang,,,3008712270,,,
23615,chunmao,,guo,,,3007169798,,,
23616,xiaohui,,wu,,,3008582111,,,
23617,tao,,fang,,,3007991180,,,
23618,shoubao,,wang,,peking union medical college,2636254943,,,
23621,haiguang,,yang,,peking union medical college,2597789587,,,
23622,xiuying,,yang,,peking union medical college,2141116231,,,
23624,xiurong,,yang,,,3007673522,,,
23627,fan,,yang,math,,3008456556,,,
23628,x,,liu,,,2123817373,,,
23629,dan,,forsberg,,nokia,2009814226,,,
23630,fan,,yang,math,nokia,2418461972,,,
23631,aixue,,li,,chinese academy of sciences,2652336074,,,
23633,ying,,ma,,chinese academy of sciences,2927664385,,,
23635,yasu,,lu,,hong kong university of science and technology,2117714179,,,
23637,feng,,chen,,hong kong university of science and technology,2793891630,,,
23643,benshang,,li,,shanghai jiao tong university,2512899877,,,
23644,samuel,w,brady,,,2908836367,,,
23645,xiaotu,,ma,,,2106536790,,,
23646,shuhong,,shen,,shanghai jiao tong university,2237516674,,,
23647,yingchi,,zhang,,academy of medical sciences united kingdom,2763088611,,,
23648,yongjin,,li,,,2133698229,,,
23649,karol,,szlachta,,,2082968455,,,
23650,li,,dong,,,2618127337,,,
23651,yu,,liu,,,2713645529,,,
23652,fan,,yang,math,shanghai jiao tong university,2649366944,,,
23653,ningling,,wang,,anhui medical university,2739730400,,,
23654,diane,,flasch,,,2938416598,,,
23655,matthew,,myers,,princeton university,2913443457,,,
23656,heather,l,mulder,,,2165679584,,,
23657,lixia,,ding,,shanghai jiao tong university,2624205461,,,
23658,yanling,,liu,,,2624664736,,,
23659,liqing,,tian,,,2886078477,,,
23660,kohei,,hagiwara,,,2889025174,,,
23661,ke,,xu,,,2443172226,,,
23662,xin,,zhou,,,2695648673,,,
23663,edgar,,sioson,,,2724221124,,,
23664,tianyi,,wang,,,2895704359,,,
23665,liu,,yang,,,2810056803,,,
23666,jie,,zhao,,,2906103491,,,
23667,hui,,zhang,,,2489504673,,,
23668,ying,,shao,,,2441932339,,,
23669,hongye,,sun,,,2955159884,,,
23670,lele,,sun,,,2955890145,,,
23671,jiaoyang,,cai,,,2513722791,,,
23672,hui,ying,sun,,,3010251802,,,
23673,ting,nien,lin,,,3010510511,,,
23674,lijuan,,du,,shanghai jiao tong university,2893374263,,,
23675,hui,,li,,shanghai jiao tong university,2764675326,,,
23676,michael,,rusch,,,2048552240,,,
23677,michael,,edmonson,,,2462815892,,,
23678,john,,easton,,,2159474019,,,
23679,xiaofan,,zhu,,academy of medical sciences united kingdom,2761785508,,,
23680,j,x,zhang,,academy of medical sciences united kingdom,2972315582,,,
23681,cheng,,cheng,,,2136454433,,,
23682,benjamin,j,raphael,,,2143833718,,,
23683,jingyan,,tang,,,2618404275,,,
23684,james,r,downing,,,2117701310,,,
23685,ludmil,b,alexandrov,,university of california san diego,2094238281,,,
23686,binbing,s,zhou,,shanghai jiao tong university,2721398778,,,
23687,chinghon,,pui,,,2168674327,,,
23688,jun,j,yang,,,2591188590,,,
23689,jinghui,,zhang,,,2097379441,,,
23714,jilong,,xue,,microsoft,2124615623,,,
23717,lan,,wei,,chinese academy of sciences,2498972905,,,
23718,haoxiang,,lin,,microsoft,2139123949,,,
23719,yafei,,dai,,peking university,2135697020,,,
23727,xinyu,,liu,,university of notre dame,2917328558,,,
23729,jin,,fan,,arizona state university,2593010460,,,
23730,david,j,smith,,arizona state university,2169801734,,,
23731,yonghang,,zhang,,arizona state university,2247199751,,,
23732,j,k,furdyna,,university of notre dame,674847591,,,
23738,huijuan,,liu,,chinese academy of sciences,2130891138,,,
23740,yuming,,zheng,,national university of singapore,2156502801,,,
23741,jin,,kang,,chinese academy of sciences,2225885706,,,
23742,jiuhui,,qu,,chinese academy of sciences,2142477919,,,
23743,j,paul,chen,,national university of singapore,2146364664,,,
23744,pedro,,galvangarcia,,texas scottish rite hospital for children,2214082677,,,
23745,edward,w,keefer,,university of texas southwestern medical center,1978012064,,,
23746,fan,,yang,math,texas scottish rite hospital for children,2713920516,,,
23747,mei,,zhang,,university of texas at dallas,2118797220,,,
23748,shaoli,,fang,,university of texas at dallas,2100544351,,,
23749,anvar,a,zakhidov,,university of texas at dallas,2032969364,,,
23750,ray,h,baughman,,university of texas at dallas,2154752556,,,
23751,mario,i,romero,,university of texas southwestern medical center,2212224859,,,
23752,fan,,yang,math,northeast petroleum university,2668928792,,,
23753,hongli,,dong,,northeast petroleum university,2464415946,,,
23754,zidong,,wang,,king abdulaziz university,2104171312,,,
23755,weijian,,ren,,northeast petroleum university,2309181930,,,
23756,fuad,e,alsaadi,,king abdulaziz university,1833471561,,,
23757,fan,,yang,math,china agricultural university,2708211367,,,
23758,guoxue,,li,,china agricultural university,2695101770,,,
23759,hong,,shi,,china agricultural university,2551334803,,,
23760,yiming,,wang,,china agricultural university,2643997901,,,
24129,j,,warchol,,,2112415985,,,
24266,juha,,virtanen,,tampere university of technology,2097926507,,,
24270,thomas,,caferro,,novartis,2633659802,,,
24272,abran,,costales,,novartis,2582483774,,,
24273,huangshu,,lei,,novartis,2794817848,,,
24274,francois,,lenoir,,novartis,2125663198,,,
24276,gang,,liu,,novartis,2994809873,,,
24277,mark,g,palermo,,novartis,2511100286,,,
24278,keith,b,pfister,,novartis,2344626981,,,
24279,martin,,sendzik,,novartis,1166393928,,,
24280,cynthia,m,shafer,,novartis,2139676149,,,
24281,michael,,shultz,,novartis,2345645016,,,
24282,troy,,smith,,novartis,2172588228,,,
24283,james,,sutton,,novartis,2762427243,,,
24284,bakarybarry,,toure,,novartis,1994865780,,,
24286,qian,,zhao,,novartis,2754237755,,,
24287,fan,,yang,math,,2977432275,,,
24288,fan,,yang,math,,2879052024,,,
24289,jipeng,,zhang,,,2866658791,,,
24290,hui,,meng,,,2815753934,,,
24291,dong,,qiao,,,2828478197,,,
24292,qifeng,,zeng,,,2854428842,,,
24293,li,,feng,,,2847430920,,,
24294,lin,,zijing,,,2827359244,,,
24295,chen,,xibin,,,2816420718,,,
24296,wang,,xuancong,,,2817188650,,,
24297,fan,,yang,math,,2835145427,,,
24298,hu,,yi,,,2850967703,,,
24299,xiong,,zhanzhi,,,2841088901,,,
24300,shen,,jianping,,,2845535296,,,
24301,li,,xiang,,,2835735984,,,
24302,huang,,binqiang,,,2870360317,,,
24304,richard,r,lunt,,university of michigan,2170978907,,,
24834,fang,,qiu,,southeast university,2427085285,,,
24835,ruqi,,tang,,shanghai jiao tong university,2609678731,,,
24836,xianbo,,zuo,,anhui medical university,2047619587,,,
24837,xingjuan,,shi,,southeast university,2993445220,,,
24838,yiran,,wei,,shanghai jiao tong university,2992684298,,,
24839,xiaodong,,zheng,,anhui medical university,2920961422,,,
24840,yaping,,dai,,,2892708777,,,
24841,yuhua,,gong,,,2639949453,,,
24842,lan,,wang,,,2665560753,,,
24843,ping,,xu,,soochow university,2632870178,,,
24844,xiang,,zhu,,soochow university,2605786449,,,
24845,jian,,wu,,soochow university,3008297503,,,
24846,chongxu,,han,,yangzhou university,2893188433,,,
24847,yueqiu,,gao,,shanghai university,2657171069,,,
24848,kui,,zhang,,nanjing university,2657439873,,,
24849,yuzhang,,jiang,,nanjing medical university,2661567392,,,
24850,jianbo,,zhou,,southeast university,2660363627,,,
24851,youlin,,shao,,,2642333926,,,
24852,zhigang,,hu,,nanjing medical university,2892922130,,,
24853,ye,,tian,,soochow university,2647369886,,,
24854,haiyan,,zhang,,shanghai jiao tong university,2992972530,,,
24855,na,,dai,,jiangsu university,2618683705,,,
24856,lei,,liu,,,2892809463,,,
24857,xudong,,wu,,,2893892453,,,
24858,weifeng,,zhao,,soochow university,2892900490,,,
24859,xiaomin,,zhang,,southeast university,2606666434,,,
24860,zhidong,,zang,,southeast university,2607506339,,,
24861,jinshan,,nie,,soochow university,2892473835,,,
24862,weihao,,sun,,nanjing medical university,2892460531,,,
24863,yi,,zhao,,,2617026395,,,
24864,yuan,,mao,,,2618679980,,,
24865,po,,jiang,,,2635114001,,,
24866,hualiang,,ji,,nantong university,2103132221,,,
24867,qing,,dong,,,2605639097,,,
24868,junming,,li,,nanchang university,2607050355,,,
24869,zhenzhong,,li,,hebei medical university,2606020182,,,
24870,xinli,,bai,,southeast university,2673504900,,,
24871,li,,li,,,2992013405,,,
24872,maosong,,lin,,,2712651796,,,
24873,ming,,dong,,chinese academy of sciences,2992007829,,,
24874,jinxin,,li,,,2991947820,,,
24875,ping,,zhu,,fudan university,2993204178,,,
24876,chan,,wang,,university of california davis,2992904041,,,
24877,yanqiu,,zhang,,university of science and technology of china,2606173529,,,
24878,peng,,jiang,,hainan medical university,2992677635,,,
24879,yujue,,wang,,southeast university,2605846441,,,
24880,rohil,,jawed,,southeast university,2892386423,,,
24881,jing,,xu,,southeast university,2607445863,,,
24882,yu,,zhang,,southeast university,2993897712,,,
24883,qixia,,wang,,shanghai jiao tong university,2991912065,,,
24884,yue,,yang,,shanghai jiao tong university,2992650879,,,
24885,fan,,yang,math,shanghai jiao tong university,2992557722,,,
24886,min,,lian,,shanghai jiao tong university,2991992468,,,
24887,xiang,,jiang,,shanghai jiao tong university,2992239729,,,
24888,xiao,,xiao,,shanghai jiao tong university,2606790467,,,
24889,yanmei,,li,,shanghai jiao tong university,2607426369,,,
24890,jingyuan,,fang,,shanghai jiao tong university,2616660316,,,
24891,dekai,,qiu,,shanghai jiao tong university,2658332697,,,
24892,zhen,,zhu,,,2607315934,,,
24893,hong,,qiu,,,2892783472,,,
24894,jianqiong,,zhang,,southeast university,2711970991,,,
24895,wenyan,,tian,,soochow university,2605472436,,,
24896,sufang,,chen,,soochow university,2920989806,,,
24897,ling,,jiang,,soochow university,2606604237,,,
24898,bing,,ji,,,2605707630,,,
24899,ping,,li,,,2620301673,,,
24900,guochang,,chen,,nanjing university,2619239324,,,
24901,tianxue,,wu,,yangzhou university,2607052544,,,
24902,yan,,sun,,yangzhou university,2683266228,,,
24903,jianjiang,,yu,,southeast university,2648263336,,,
24904,huijun,,tang,,southeast university,2684387133,,,
24905,michun,,he,,soochow university,2702468661,,,
24906,min,,xia,,nanjing medical university,2606507098,,,
24907,hao,,pei,,,2605757216,,,
24908,lihua,,huang,,,2606436889,,,
24909,zhuye,,qing,,,2605685870,,,
24910,jianfang,,wu,,,2606720831,,,
24911,qinghai,,huang,,southeast university,2994315045,,,
24912,junhai,,han,,southeast university,2720833538,,,
24913,wei,,xie,,southeast university,2718222989,,,
24914,zhong,sheng,sun,,chinese academy of sciences,2130955649,,,
24915,jian,,guo,,,2606576487,,,
24916,gengsheng,,he,,fudan university,2644284840,,,
24918,zhexiong,,lian,,university of science and technology of china,2665103025,,,
24919,xiang,,liu,,hainan medical university,2992477790,,,
24921,xiangdong,,liu,,southeast university,2991697446,,,
24922,weichang,,chen,,soochow university,2892829970,,,
24923,xiong,,ma,,shanghai jiao tong university,2993050798,,,
24934,hossein,,nejadnik,,stanford university,2027325834,,,
24935,sebastian,,diecke,,stanford university,121134097,,,
24936,olga,,lenkov,,stanford university,2095029795,,,
24937,fanny,,chapelin,,stanford university,2207407691,,,
24938,jessica,,donig,,stanford university,2023402037,,,
24940,nikita,,derugin,,stanford university,193969653,,,
24941,raymond,,chan,,,2246218258,,,
24942,amitabh,,gaur,,,2609230809,,,
24945,heike,e,daldruplink,,stanford university,18495469,,,
24948,benzhi,,cai,,harbin medical university,2141762141,,,
24949,wenya,,ma,,harbin medical university,2115908594,,,
24950,fengzhi,,ding,,harbin medical university,2346789867,,,
24951,lai,,zhang,,harbin medical university,2303273127,,,
24952,qi,,huang,,harbin medical university,2618181741,,,
24953,xiuxiu,,wang,,harbin medical university,2597063174,,,
24954,bingjie,,hua,,harbin medical university,2595977696,,,
24955,juan,,xu,,harbin medical university,2112960076,,,
24956,jiamin,,li,,harbin medical university,2893356172,,,
24957,chongwei,,bi,,harbin medical university,2148096810,,,
24958,shuyuan,,guo,,harbin medical university,2753608266,,,
24959,fan,,yang,math,harbin medical university,2616678329,,,
24960,zhenbo,,han,,harbin medical university,2432280680,,,
24961,yuan,,li,,harbin medical university,2650743597,,,
24962,gege,,yan,,harbin medical university,2346692246,,,
24963,ying,,yu,,harbin medical university,2677551221,,,
24964,zhengyi,,bao,,harbin medical university,2597021311,,,
24965,meixi,,yu,,harbin medical university,2811073943,,,
24966,faqian,,li,,university of minnesota,2467366372,,,
24967,ye,,tian,,harbin medical university,2235028550,,,
24968,zhenwei,,pan,,harbin medical university,2892820763,,,
24969,baofeng,,yang,,harbin medical university,2151251461,,,
25477,tianyu,,zhang,,peking union medical college,2307500055,,,
25478,zeni,,wu,,peking union medical college,2342606277,,,
25486,liqiang,,hou,,china university of petroleum,2582362098,,,
25487,qidong,,zhou,,china university of petroleum,2553242392,,,
25488,chi,,ma,,china university of petroleum,2551292107,,,
25499,xiaowen,,xu,,,2229571242,,,
25503,kenneth,m,kaufman,,cincinnati children s hospital medical center,2063020166,,,
25506,ammar,,husami,,cincinnati children s hospital medical center,1545072282,,,
25508,kejian,,zhang,,cincinnati children s hospital medical center,2274197744,,,
25509,alexandra,h,filipovich,,cincinnati children s hospital medical center,2157026149,,,
25510,ndate,,fall,,cincinnati children s hospital medical center,2158555680,,,
25511,john,b,harley,,cincinnati children s hospital medical center,2124248199,,,
25512,n,r,nirmala,,novartis,2036619721,,,
25513,alexei,a,grom,,cincinnati children s hospital medical center,1979529015,,,
25514,wenjun,,wang,,,2301579366,,,
25515,yu,,wang,,,2934768628,,,
25533,somaye,,rasouli,,university of texas at austin,2106177744,,,
25534,yang,,qiu,,,2122120657,,,
25535,zhefei,,li,,,2110615467,,,
25536,aytekin,,uzunoglu,,,2004462689,,,
25537,chengjun,,sun,,,2568781016,,,
25539,paulo,j,ferreira,,university of texas at austin,2123365328,,,
25540,wenzhen,,li,,,2097471012,,,
25541,yang,,ren,,,2148139640,,,
25542,lia,,stanciu,,,2470346821,,,
25544,dawei,,he,,,2754229752,,,
25545,liwei,,jiang,,,2865968936,,,
25546,tao,,wang,,,2586019058,,,
25547,yongsheng,,wang,,,2754942189,,,
25548,ziqian,,wang,,,2308120744,,,
25549,fan,,yang,math,,2436932277,,,
25553,haiyin,,jiang,,zhejiang university,2429970523,,,
25554,lianlian,,xu,,,2417790771,,,
25555,li,,shao,,zhejiang university,2669506481,,,
25556,rongman,,xia,,zhejiang chinese medical university,2556813719,,,
25557,zhenghe,,yu,,,2334653685,,,
25558,zongxin,,ling,,zhejiang university,2174813950,,,
25559,fan,,yang,math,zhejiang university,2682341918,,,
25560,min,,deng,,zhejiang university,2118533943,,,
25561,bing,,ruan,,zhejiang university,2121054667,,,
25562,haihong,,wu,,east china normal university,2702684580,,,
25564,peng,,cui,,east china normal university,2684852668,,,
25568,zhuchen,,liu,,china university of petroleum,2121127862,,,
25572,zhen,,zhao,,china university of petroleum,2221072935,,,
25574,shangfei,,wu,,chinese academy of sciences,2710345987,,,
25575,hongwen,,liu,,chinese academy of sciences,2113226228,,,
25577,p,,richard,,chinese academy of sciences,2695850050,,,
25578,baojian,,liu,,,2659191754,,,
25579,fan,,yang,math,,2572334326,,,
25580,yuanxing,,zou,,,2578412284,,,
25581,yong,,peng,,,2689981450,,,
25589,yong,,zhang,,chinese academy of sciences,2706133078,,,
25594,zhongping,,shi,,,2858779737,,,
25597,jinghong,,wang,,,2831747965,,,
25598,herong,,zhou,,,2860528100,,,
25599,x,x,zhang,,,2938269435,,,
25619,kyungsang,,kim,,harvard university,2099536326,,,
25624,a,t m g,sarwar,,ohio state university,2016779441,,,
25628,john,,jamison,,ohio state university,2104532128,,,
25641,alan,k,knapp,,colorado state university,2006027922,,,
25642,aimee,t,classen,,university of vermont,2020299181,,,
25643,sara,,vicca,,university of antwerp,2154495630,,,
25644,philippe,,ciais,,peking university,269559249,,,
25645,mark,j,hovenden,,university of tasmania,220340196,,,
25646,sebastian,,leuzinger,,auckland university of technology,1917985070,,,
25647,claus,,beier,,university of copenhagen,2135869138,,,
25648,paul,,kardol,,swedish university of agricultural sciences,1300688105,,,
25649,jianyang,,xia,,east china normal university,2133021852,,,
25650,qiang,,liu,,peking university,2963762860,,,
25651,jingyi,,ru,,henan university,2767178751,,,
25652,zhenxing,,zhou,,henan university,2908415188,,,
25653,yiqi,,luo,,northern arizona university,2140061072,,,
25654,dali,,guo,,chinese academy of sciences,2969866653,,,
25655,j,adam,langley,,villanova university,2138309876,,,
25658,jeffrey,s,dukes,,purdue university,2105475376,,,
25659,jianwu,,tang,,marine biological laboratory,2164956796,,,
25660,jiquan,,chen,,michigan state university,2995807643,,,
25665,lindsey,e,rustad,,united states department of agriculture,1989261684,,,
25666,lingli,,liu,,chinese academy of sciences,2268514145,,,
25667,melinda,d,smith,,colorado state university,2103335390,,,
25668,pamela,h,templer,,boston university,291890480,,,
25669,r,quinn,thomas,,virginia tech,2008626195,,,
25670,richard,j,norby,,oak ridge national laboratory,1434590009,,,
25671,richard,p,phillips,,indiana university bloomington,2113603983,,,
25672,shuli,,niu,,chinese academy of sciences,2097665034,,,
25673,simone,,fatichi,,eth zurich,2207292652,,,
25674,yingping,,wang,,commonwealth scientific and industrial research organisation,2149736184,,,
25675,pengshuai,,shao,,binzhou university,2969680737,,,
25676,hongyan,,han,,binzhou university,2654849995,,,
25677,dandan,,wang,,henan university,2969354112,,,
25678,lingjie,,lei,,henan university,2314566098,,,
25679,jiali,,wang,,henan university,2969244813,,,
25680,xiaona,,li,,henan university,2574143495,,,
25681,qian,,zhang,,henan university,2656852271,,,
25682,xiaoming,,li,,henan university,2612349736,,,
25683,fanglong,,su,,henan university,2329330854,,,
25684,bin,,liu,,henan university,2969479587,,,
25685,fan,,yang,math,henan university,2969403672,,,
25686,gaigai,,ma,,henan university,2906732226,,,
25687,guoyong,,li,,henan university,2765379558,,,
25688,yanchun,,liu,,henan university,2777496571,,,
25689,yinzhan,,liu,,henan university,2656455899,,,
25690,zhongling,,yang,,henan university,2124610664,,,
25691,kesheng,,zhang,,henan university,2574512129,,,
25692,yuan,,miao,,henan university,2919247255,,,
25693,mengjun,,hu,,henan university,2883509744,,,
25694,chuang,,yan,,henan university,2969247499,,,
25695,ang,,zhang,,henan university,2792689461,,,
25696,mingxing,,zhong,,henan university,2768053561,,,
25697,yan,,hui,,henan university,2551475613,,,
25698,ying,,li,,henan university,2766897473,,,
25699,mengmei,,zheng,,henan university,2766172221,,,
25725,xin,,huang,,university of houston,2308652620,,,
25726,jianfeng,,zheng,,university of houston,2384024989,,,
25727,xin,,wu,,,2309008544,,,
25728,mari,,kono,,,2479844250,,,
25729,hideki,,hozono,,,1068318048,,,
25730,wolfgang,,kainz,,center for devices and radiological health,1997388427,,,
25734,t,,hamasaki,,,2709977869,,,
25735,t,,kurokawa,,,2654185538,,,
25736,k,,ichiba,,,2549916990,,,
25738,mario,,novak,,,2963646808,,,
25741,masashi,,shiraishi,,kyoto university,2117604115,,,
25742,xue,,yang,,tsinghua university,2241031534,,,
25746,yangqing,,hou,,,2103951020,,,
25747,shuidong,,jiang,,,2703554888,,,
25748,lei,,liu,,,2616447385,,,
25751,anita,,beckerheck,,novartis,264793081,,,
25754,kristina,,weber,,max planck society,2524461100,,,
25759,jan,,halbritter,,boston children s hospital,2064020788,,,
25762,mariechristine,,lasbennes,,novartis,909750298,,,
25767,patrick,,nitschke,,paris descartes university,2103187505,,,
25768,meriem,,garfatraore,,paris descartes university,2055088775,,,
25769,fabrizio,c,serluca,,novartis,2557666697,,,
25771,tewis,,bouwmeester,,novartis,1965126051,,,
25772,lucile,,pinson,,,2053712969,,,
25773,elisabeth,,cassuto,,,2655314333,,,
25774,philippe,,dubot,,,2658287637,,,
25775,neveen,a soliman,elshakhs,,cairo university,2236398650,,,
25781,iain,a,drummond,,harvard university,2083350496,,,
25789,friedhelm,,hildebrandt,,boston children s hospital,2096963272,,,
25790,esben,,lorentzen,,max planck society,2140393409,,,
25791,andreas,w,sailer,,novartis,2057870826,,,
25794,pierre,,saintmezard,,novartis,2304995505,,,
25813,hui,,huang,,chinese academy of sciences,2620913901,,,
25817,ruoshan,,kong,,,2986228125,,,
25870,xiaofang,,wang,,chinese center for disease control and prevention,2686304079,,,
25872,yufen,,li,,,2309371434,,,
25873,shaoxia,,sun,,,2097899971,,,
25874,xiuhua,,sun,,centers for disease control and prevention,2511752943,,,
25875,zhifang,,li,,,2340813404,,,
25877,zheng,,han,,,2709163398,,,
25878,xiaowei,,dai,,,2684904418,,,
25879,xianjun,,huang,,,2641711005,,,
25880,fan,,yang,math,,2655826353,,,
25895,reinhilde,,jacobs,,katholieke universiteit leuven,2916123779,,,
25896,guy,,willems,,katholieke universiteit leuven,1968150620,,,
25899,jingming,,zhang,,second military medical university,2505226887,,,
25904,r,,erbacher,,university of california berkeley,3003801111,,,
25963,gail,,hanson,,university of california berkeley,2893955996,,,
26012,j,,heilman,,university of california berkeley,2924291623,,,
26052,rylan,,conway,,university of california berkeley,2973139271,,,
26109,elvire,,bouvier,,university of lyon,3003976978,,,
26176,dave,,pellett,,university of california berkeley,2897887254,,,
26189,n,,korneeva,,moscow state university,2746872666,,,
26217,s,z,shalhout,,university of california berkeley,3004372886,,,
26253,john,anthony,ellison,,university of california berkeley,2902146311,,,
26254,l,,benussi,,university of lyon,3003902866,,,
26366,teimuraz,,lomtadze,,brandenburg university of technology,2986840752,,,
26403,h,f,zou,,beihang university,2677127514,,,
26404,g,p,xia,,beihang university,2298512648,,,
26406,honglun,,wang,,beihang university,2207341481,,,
26419,yiru,,li,,,2859357367,,,
26422,taoyun,,li,,,2323526250,,,
26423,tianqing,,xiong,,,2697061988,,,
26424,xing,,chen,,,2860789531,,,
26426,xiao,,zhao,,,2209962787,,,
26427,rubing,,han,,,2712841927,,,
26428,jing,,zhao,,,2428471453,,,
26430,fan,,yang,math,,2713045360,,,
26431,wei,,zhong,,,2168558201,,,
26432,li,,zhang,,,3004714068,,,
26433,longyun,,li,,,2938627106,,,
26434,mengzhao,,wang,,,2222103717,,,
26435,dewei,,zhao,,dalian university of technology,2120136790,,,
26436,mang,,yu,,stanford university,2681227726,,,
26437,kai,,hu,,,2676082312,,,
26438,wei,,wang,,dalian university of technology,2948261957,,,
26439,lei,,yang,,dalian university of technology,2599675316,,,
26440,benjie,,wang,,dalian university of technology,2117943858,,,
26441,xiaohong,,gao,,dalian medical university,2670614768,,,
26442,yongming,,guo,,,2529055726,,,
26443,yongqing,,xu,,,2765531344,,,
26444,yushan,,wei,,dalian medical university,2679981892,,,
26445,simiao,,tian,,dalian university of technology,2097982744,,,
26446,fan,,yang,math,dalian university of technology,2614634320,,,
26447,nan,,wang,,dalian university of technology,2662096485,,,
26448,shibo,,huang,,dalian university of technology,2135386922,,,
26449,hui,,xie,,dalian university of technology,2430148786,,,
26450,xiaowei,,wei,,dalian university of technology,2444182110,,,
26451,haishen,,jiang,,,2663697362,,,
26452,yuqiang,,zang,,,2528813843,,,
26453,jun,,ai,,,2529043255,,,
26454,yuanliang,,chen,,,2635483384,,,
26455,guanghua,,lei,,central south university,2685843822,,,
26456,yujin,,li,,,2429958584,,,
26457,geng,,tian,,,2652276745,,,
26458,zongsheng,,li,,,2710834028,,,
26459,yong,,cao,,,2619096718,,,
26460,li,,ma,,dalian medical university,2510390926,,,
26461,lin,,li,,,2622510277,,,
26462,fan,,yang,math,,2689822787,,,
26463,haihong,,zhu,,,2639041036,,,
26464,dalin,,li,,,2591191662,,,
26465,you,,li,,,2717571417,,,
26466,lei,,tang,,,2633508970,,,
26467,ting,,luo,,xihua university,2306963937,,,
26468,xiaowei,,wei,,xihua university,2731172571,,,
26469,xiong,,huang,,xihua university,2597599015,,,
26470,ling,,huang,,xihua university,2443261707,,,
26471,fan,,yang,math,xihua university,2343683645,,,
26472,shijun,,lei,,,2834849430,,,
26473,xueting,,wu,,,2867113284,,,
26474,jiangfan,,xie,,,2877968054,,,
26475,fan,,yang,math,,2880910548,,,
26476,chen,,jun,,,2827186420,,,
26482,qing,,gao,,soochow university,2489239799,,,
26483,zhigang,,wan,,soochow university,2154797808,,,
26484,fugen,,gu,,soochow university,2122194361,,,
26486,zhenni,,ma,,soochow university,2634099059,,,
26489,fan,,yang,math,,2650183064,,,
26490,ling,,zhao,,,2631567611,,,
26491,bin,,gao,,,2100242556,,,
26492,xiaoyun,,xu,,,2222403056,,,
26493,xinde,,cao,,,2109776132,,,
26500,zhouhua,,jiang,,,2815788127,,,
26501,yanwu,,dong,,,2873555626,,,
26502,fan,,yang,math,,2834290802,,,
26503,ximin,,zang,,,2821608453,,,
26504,sha,,jun,,,2964207920,,,
26507,yang,,liu,,jiangxi science and technology normal university,2911118734,,,
26508,yanbin,,wang,,jiangxi science and technology normal university,2981530894,,,
26509,zhijian,,yin,,jiangxi science and technology normal university,2792411017,,,
26510,zhen,,yang,,jiangxi science and technology normal university,2794231236,,,
26511,xi,,zha,,,2843197441,,,
26512,dapeng,,liu,,,3007679484,,,
26513,changqing,,xu,,,3008625928,,,
26514,fan,,yang,math,,2818257968,,,
26515,lili,,zhang,,,2840007227,,,
26516,kun,,guo,,,2680035991,,,
26517,yanqing,,wang,,,2712117630,,,
26518,bo,,zhang,,,2519982191,,,
26519,fei,,chen,,,2716116860,,,
26520,jianbin,,feng,,,2552791333,,,
26521,fan,,yang,math,,2610229282,,,
26524,nasif,,ekiz,,,2048178366,,,
26532,michael,t,chung,,stanford university,2121918089,,,
26533,chunjun,,liu,,stanford university,2516425880,,,
26534,jeong,s,hyun,,stanford university,2165066796,,,
26535,david,,lo,,stanford university,2915642156,,,
26537,masakazu,,hasegawa,,stanford university,2486167027,,,
26538,shuli,,li,,,2128582194,,,
26539,michael,,sorkin,,stanford university,1873848973,,,
26540,robert,c,rennert,,stanford university,2015313779,,,
26543,natalina,,quarto,,stanford university,2130192256,,,
26546,li,,wang,,peking union medical college,2538478117,,,
26547,xiaojian,,jia,,peking union medical college,2795507946,,,
26548,huajun,,jiang,,peking union medical college,2310541193,,,
